Name,Tier,Num Types,Type 1,Type 2,Num Abilities,Ability 1,Ability 2,Ability 3,Has Negative Ability,HP,Attack,Defense,Special Attack,Special Defense,Speed,Base Stat Total,Next Evolution(s),Evolutionary Stage,Num Evolutionary Stages,Evolutionary Progress,Is Mega Evolution,Is Alternate Form,Num Moves,Moves,Defensive Boost Moves,Offensive Boost Moves,Max Defensive Boost Amount,Max Offensive Boost Amount,Recovery Moves,Priority STAB Attacks,Entry Hazards,Hazard Clearing Moves,Phazing Moves,Switch Attacks,High Prob Side FX Attacks,Constant Damage Attacks,Trapping Moves
Sandslash-Alola,PU,2,Ice,Steel,2,Slush Rush,Snow Cloak,,0,75,100,120,25,65,65,450,[],2,2,1.0,0,0,71,"{'Toxic', 'Bide', 'Blizzard', 'Metal Claw', 'Powder Snow', 'Metal Burst', 'Rock Slide', 'Ice Ball', 'Fury Swipes', 'Poison Sting', 'Hail', 'Rollout', 'Dig', 'Icicle Spear', 'Chip Away', 'Poison Jab', 'Frustration', 'Sandstorm', 'Return', 'Brick Break', 'Sand Tomb', 'Shadow Claw', 'Flail', 'Swift', 'Protect', 'Attract', 'Defense Curl', 'Sand Attack', 'Scratch', 'Thief', 'Crush Claw', 'Rock Tomb', 'Earthquake', 'Icicle Crash', 'Rototiller', 'Rest', 'Aurora Veil', 'Endure', 'Giga Impact', 'Bulldoze', 'Fury Cutter', 'Leech Life', 'Fling', 'Facade', 'Focus Blast', 'Hone Claws', 'Aerial Ace', 'Sleep Talk', 'Slash', 'Confide', 'Double Team', 'Sunny Day', 'Magnitude', 'Night Slash', 'Hyper Beam', 'Counter', 'Mud Shot', 'Iron Defense', 'Substitute', 'Safeguard', 'Swagger', 'Gyro Ball', 'Frost Breath', 'Work Up', 'Hidden Power', 'X-Scissor', 'Rock Climb', 'Iron Head', 'Swords Dance', 'Rapid Spin', 'Round'}",{'Iron Defense'},"{'Swords Dance', 'Hone Claws', 'Work Up'}",2,2,set(),set(),set(),{'Rapid Spin'},set(),set(),"{'Icicle Crash', 'Rock Slide', 'Poison Jab', 'Iron Head'}",set(),set()
Sandygast,LC,2,Ghost,Ground,2,Sand Veil,Water Compaction,,0,55,55,80,70,45,15,320,['Palossand'],1,2,0.5,0,0,43,"{'Toxic', 'Hypnosis', 'Shadow Ball', 'Rock Slide', 'Stone Edge', 'Rock Polish', 'Frustration', 'Mega Drain', 'Sandstorm', 'Return', 'Sand Tomb', 'Infestation', 'Protect', 'Attract', 'Astonish', 'Stockpile', 'Psychic', 'Sand Attack', 'Curse', 'Absorb', 'Earth Power', 'Rock Tomb', 'Earthquake', 'Rest', 'Ancient Power', 'Giga Drain', 'Bulldoze', 'Facade', 'Harden', 'Shore Up', 'Sleep Talk', 'Amnesia', 'Confide', 'Double Team', 'Substitute', 'Iron Defense', 'Spit Up', 'Energy Ball', 'Swagger', 'Destiny Bond', 'Hidden Power', 'Swallow', 'Round'}","{'Amnesia', 'Iron Defense', 'Stockpile'}",{'Rock Polish'},2,2,{'Shore Up'},set(),set(),set(),set(),set(),{'Rock Slide'},set(),set()
Sawk,PUBL,1,Fighting,,3,Inner Focus,Mold Breaker,Sturdy,0,75,125,75,30,75,85,465,[],1,1,1.0,0,0,61,"{'Karate Chop', 'Bide', 'Reversal', 'Toxic', 'Rock Slide', 'Dig', 'Stone Edge', 'Low Sweep', 'Focus Energy', 'Poison Jab', 'Frustration', 'Return', 'Brick Break', 'Quick Guard', 'Low Kick', 'Helping Hand', 'Protect', 'Attract', 'Grass Knot', 'Strength', 'Leer', 'Knock Off', 'Rain Dance', 'Earthquake', 'Rock Tomb', 'Block', 'Power-Up Punch', 'Rest', 'Endure', 'Ice Punch', 'Fire Punch', 'Giga Impact', 'Bulldoze', 'Fling', 'Focus Punch', 'Facade', 'Focus Blast', 'Sleep Talk', 'Dual Chop', 'Bulk Up', 'Zen Headbutt', 'Confide', 'Double Team', 'Secret Power', 'Sunny Day', 'Substitute', 'Payback', 'Counter', 'Swagger', 'Retaliate', 'Taunt', 'Superpower', 'Work Up', 'Close Combat', 'Hidden Power', 'Thunder Punch', 'Snore', 'Rock Smash', 'Pain Split', 'Double Kick', 'Round'}",{'Bulk Up'},"{'Bulk Up', 'Work Up'}",1,2,set(),set(),set(),set(),set(),set(),"{'Rock Slide', 'Poison Jab'}",set(),{'Block'}
Sawsbuck,PU,2,Grass,Normal,3,Chlorophyll,Sap Sipper,Serene Grace,0,80,100,70,60,70,95,475,[],2,2,1.0,0,0,63,"{'Baton Pass', 'Toxic', 'Light Screen', 'Wild Charge', 'Jump Kick', 'Shadow Ball', 'Worry Seed', 'Flash', 'Thunder Wave', 'Frustration', 'Return', 'Echoed Voice', 'Solar Beam', 'Seed Bomb', 'Camouflage', 'Protect', 'Attract', 'Grass Knot', 'Last Resort', 'Double-Edge', 'Sand Attack', 'Cut', 'Rain Dance', 'Natural Gift', 'Rest', 'Leech Seed', 'Giga Drain', 'Synthesis', 'Giga Impact', 'Feint Attack', 'Facade', 'Headbutt', 'Sleep Talk', 'Confide', 'Double Team', 'Bounce', 'Take Down', 'Sunny Day', 'Hyper Beam', 'Substitute', 'Secret Power', 'Safeguard', 'Tackle', 'Energy Ball', 'Megahorn', 'Charm', 'Grass Whistle', 'Swagger', 'Aromatherapy', 'Odor Sleuth', 'Nature Power', 'Retaliate', 'Work Up', 'Growl', 'Horn Leech', 'Hidden Power', 'Swords Dance', 'Fake Tears', 'Snore', 'Rock Smash', 'Agility', 'Double Kick', 'Round'}",set(),"{'Agility', 'Swords Dance', 'Work Up'}",0,2,{'Synthesis'},set(),set(),set(),set(),set(),{'Headbutt'},set(),set()
Scatterbug,LC,1,Bug,,3,Compound Eyes,Friend Guard,Shield Dust,0,38,35,40,27,25,35,200,['Spewpa'],1,3,0.3333333333333333,0,0,6,"{'Rage Powder', 'Poison Powder', 'String Shot', 'Bug Bite', 'Tackle', 'Stun Spore'}",set(),set(),0,0,set(),set(),set(),set(),set(),set(),set(),set(),set()
Sceptile,NU,1,Grass,,2,Overgrow,Unburden,,0,70,85,65,105,85,120,530,[],3,3,1.0,0,0,104,"{'Toxic', 'Screech', 'Detect', 'Iron Tail', 'Dig', 'Dynamic Punch', 'Low Sweep', 'Body Slam', 'Return', 'Seed Bomb', 'Dragon Pulse', 'Strength', 'Giga Drain', 'Synthesis', 'Giga Impact', 'Fury Cutter', 'Focus Punch', 'Fling', 'Facade', 'Headbutt', 'Dual Chop', 'Aerial Ace', 'Confide', 'Captivate', 'Mega Kick', 'Work Up', 'Hidden Power', 'Slam', 'Swords Dance', 'Endeavor', 'Leaf Storm', 'Pound', 'Rock Slide', 'Outrage', 'Frustration', 'Mega Drain', 'Mega Punch', 'Brick Break', 'Grass Pledge', 'Absorb', 'Cut', 'Mud Sport', 'Earthquake', 'Power-Up Punch', 'Natural Gift', 'Bulldoze', 'Night Slash', 'Safeguard', 'Energy Ball', 'Swagger', 'Bullet Seed', 'Rock Climb', 'Rock Smash', 'Worry Seed', 'Flash', 'Magical Leaf', 'Solar Beam', 'Protect', 'Attract', 'Grass Knot', 'Grassy Terrain', 'Drain Punch', 'Double-Edge', 'Leer', 'Rock Tomb', 'Mud-Slap', 'Rest', 'Leech Seed', 'Endure', 'False Swipe', 'Focus Blast', 'Sleep Talk', 'Double Team', 'Secret Power', 'Substitute', 'Sunny Day', 'Quick Attack', 'Counter', 'Crunch', 'Grass Whistle', 'Nature Power', 'Roar', 'Thunder Punch', 'Acrobatics', 'Agility', 'Round', 'Mimic', 'Seismic Toss', 'Quick Guard', 'Swift', 'Low Kick', 'Crush Claw', 'Pursuit', 'Dragon Breath', 'Hone Claws', 'Brutal Swing', 'Hyper Beam', 'Dragon Claw', 'Frenzy Plant', 'Leaf Blade', 'X-Scissor', 'Razor Wind', 'Snore', 'Double Kick'}",set(),"{'Agility', 'Swords Dance', 'Hone Claws', 'Work Up'}",0,2,{'Synthesis'},set(),set(),set(),{'Roar'},set(),"{'Body Slam', 'Headbutt', 'Rock Slide', 'Iron Tail'}",{'Seismic Toss'},set()
Sceptile-Mega,UU,2,Grass,Dragon,1,Lightning Rod,,,0,70,110,75,145,85,145,630,[],3,3,1.0,1,0,104,"{'Toxic', 'Screech', 'Detect', 'Iron Tail', 'Dig', 'Dynamic Punch', 'Low Sweep', 'Body Slam', 'Return', 'Seed Bomb', 'Dragon Pulse', 'Strength', 'Giga Drain', 'Synthesis', 'Giga Impact', 'Fury Cutter', 'Focus Punch', 'Fling', 'Facade', 'Headbutt', 'Dual Chop', 'Aerial Ace', 'Confide', 'Captivate', 'Mega Kick', 'Work Up', 'Hidden Power', 'Slam', 'Swords Dance', 'Endeavor', 'Leaf Storm', 'Pound', 'Rock Slide', 'Outrage', 'Frustration', 'Mega Drain', 'Mega Punch', 'Brick Break', 'Grass Pledge', 'Absorb', 'Cut', 'Mud Sport', 'Earthquake', 'Power-Up Punch', 'Natural Gift', 'Bulldoze', 'Night Slash', 'Safeguard', 'Energy Ball', 'Swagger', 'Bullet Seed', 'Rock Climb', 'Rock Smash', 'Worry Seed', 'Flash', 'Magical Leaf', 'Solar Beam', 'Protect', 'Attract', 'Grass Knot', 'Grassy Terrain', 'Drain Punch', 'Double-Edge', 'Leer', 'Rock Tomb', 'Mud-Slap', 'Rest', 'Leech Seed', 'Endure', 'False Swipe', 'Focus Blast', 'Sleep Talk', 'Double Team', 'Secret Power', 'Substitute', 'Sunny Day', 'Quick Attack', 'Counter', 'Crunch', 'Grass Whistle', 'Nature Power', 'Roar', 'Thunder Punch', 'Acrobatics', 'Agility', 'Round', 'Mimic', 'Seismic Toss', 'Quick Guard', 'Swift', 'Low Kick', 'Crush Claw', 'Pursuit', 'Dragon Breath', 'Hone Claws', 'Brutal Swing', 'Hyper Beam', 'Dragon Claw', 'Frenzy Plant', 'Leaf Blade', 'X-Scissor', 'Razor Wind', 'Snore', 'Double Kick'}",set(),"{'Agility', 'Swords Dance', 'Hone Claws', 'Work Up'}",0,2,{'Synthesis'},set(),set(),set(),{'Roar'},set(),"{'Body Slam', 'Headbutt', 'Rock Slide', 'Iron Tail'}",{'Seismic Toss'},set()
Scizor,UU,2,Bug,Steel,3,Light Metal,Swarm,Technician,0,70,130,100,55,80,65,500,[],2,2,1.0,0,0,80,"{'Toxic', 'Detect', 'Ominous Wind', 'Silver Wind', 'Return', 'Strength', 'Giga Impact', 'Fury Cutter', 'Fling', 'Facade', 'Headbutt', 'Aerial Ace', 'Confide', 'Captivate', 'Bug Bite', 'Bug Buzz', 'Struggle Bug', 'Superpower', 'Hidden Power', 'U-turn', 'Swords Dance', 'Baton Pass', 'Light Screen', 'Reversal', 'Frustration', 'Steel Wing', 'Brick Break', 'Cut', 'Rain Dance', 'Flash Cannon', 'Natural Gift', 'Night Slash', 'Wing Attack', 'Safeguard', 'Swagger', 'Defog', 'Iron Head', 'Rock Smash', 'Metal Claw', 'Venoshock', 'Sandstorm', 'Protect', 'Attract', 'Double-Edge', 'Curse', 'Thief', 'Leer', 'Knock Off', 'Rest', 'Endure', 'False Swipe', 'Sleep Talk', 'Slash', 'Double Team', 'Secret Power', 'Substitute', 'Sunny Day', 'Quick Attack', 'Counter', 'Vacuum Wave', 'Acrobatics', 'Agility', 'Round', 'Double Hit', 'Mimic', 'Focus Energy', 'Quick Guard', 'Roost', 'Swift', 'Tailwind', 'Feint', 'Pursuit', 'Brutal Swing', 'Hyper Beam', 'Iron Defense', 'Bullet Punch', 'Air Slash', 'X-Scissor', 'Razor Wind', 'Snore'}",{'Iron Defense'},"{'Agility', 'Swords Dance'}",2,2,{'Roost'},{'Bullet Punch'},set(),{'Defog'},set(),{'U-turn'},"{'Air Slash', 'Headbutt', 'Iron Head'}",set(),set()
Scizor-Mega,OU,2,Bug,Steel,1,Technician,,,0,70,150,140,65,100,75,600,[],2,2,1.0,1,0,80,"{'Toxic', 'Detect', 'Ominous Wind', 'Silver Wind', 'Return', 'Strength', 'Giga Impact', 'Fury Cutter', 'Fling', 'Facade', 'Headbutt', 'Aerial Ace', 'Confide', 'Captivate', 'Bug Bite', 'Bug Buzz', 'Struggle Bug', 'Superpower', 'Hidden Power', 'U-turn', 'Swords Dance', 'Baton Pass', 'Light Screen', 'Reversal', 'Frustration', 'Steel Wing', 'Brick Break', 'Cut', 'Rain Dance', 'Flash Cannon', 'Natural Gift', 'Night Slash', 'Wing Attack', 'Safeguard', 'Swagger', 'Defog', 'Iron Head', 'Rock Smash', 'Metal Claw', 'Venoshock', 'Sandstorm', 'Protect', 'Attract', 'Double-Edge', 'Curse', 'Thief', 'Leer', 'Knock Off', 'Rest', 'Endure', 'False Swipe', 'Sleep Talk', 'Slash', 'Double Team', 'Secret Power', 'Substitute', 'Sunny Day', 'Quick Attack', 'Counter', 'Vacuum Wave', 'Acrobatics', 'Agility', 'Round', 'Double Hit', 'Mimic', 'Focus Energy', 'Quick Guard', 'Roost', 'Swift', 'Tailwind', 'Feint', 'Pursuit', 'Brutal Swing', 'Hyper Beam', 'Iron Defense', 'Bullet Punch', 'Air Slash', 'X-Scissor', 'Razor Wind', 'Snore'}",{'Iron Defense'},"{'Agility', 'Swords Dance'}",2,2,{'Roost'},{'Bullet Punch'},set(),{'Defog'},set(),{'U-turn'},"{'Air Slash', 'Headbutt', 'Iron Head'}",set(),set()
Scolipede,UUBL,2,Bug,Poison,3,Poison Point,Speed Boost,Swarm,0,60,100,89,55,69,112,485,[],3,3,1.0,0,0,64,"{'Baton Pass', 'Toxic', 'Twineedle', 'Screech', 'Rock Slide', 'Iron Tail', 'Poison Sting', 'Rollout', 'Dig', 'Poison Tail', 'Venoshock', 'Poison Jab', 'Frustration', 'Return', 'Aqua Tail', 'Solar Beam', 'Infestation', 'Protect', 'Attract', 'Confide', 'Defense Curl', 'Strength', 'Double-Edge', 'Cut', 'Rock Tomb', 'Signal Beam', 'Earthquake', 'Pursuit', 'Rest', 'Giga Impact', 'Bulldoze', 'Toxic Spikes', 'Facade', 'Sleep Talk', 'Venom Drench', 'Double Team', 'Secret Power', 'Take Down', 'Steamroller', 'Sunny Day', 'Hyper Beam', 'Sludge Bomb', 'Payback', 'Iron Defense', 'Bug Bite', 'Smart Strike', 'Substitute', 'Pin Missile', 'Swagger', 'Gyro Ball', 'Struggle Bug', 'Round', 'Snatch', 'Superpower', 'Hidden Power', 'Swords Dance', 'X-Scissor', 'Spikes', 'Rock Climb', 'Snore', 'Rock Smash', 'Agility', 'Megahorn', 'Endeavor'}",{'Iron Defense'},"{'Agility', 'Swords Dance'}",2,2,set(),set(),"{'Toxic Spikes', 'Spikes'}",set(),set(),set(),"{'Poison Jab', 'Rock Slide', 'Sludge Bomb', 'Iron Tail'}",set(),set()
Scrafty,NU,2,Dark,Fighting,3,Intimidate,Moxie,Shed Skin,0,65,90,115,45,115,58,488,[],2,2,1.0,0,0,83,"{'Toxic', 'Detect', 'Iron Tail', 'Dig', 'Low Sweep', 'Return', 'Dragon Pulse', 'Strength', 'Giga Impact', 'Fling', 'Focus Punch', 'Facade', 'Headbutt', 'Dual Chop', 'Confide', 'Payback', 'Torment', 'Retaliate', 'Incinerate', 'Snatch', 'Work Up', 'Hidden Power', 'Rock Slide', 'Outrage', 'Frustration', 'Brick Break', 'Dragon Dance', 'Rain Dance', 'Power-Up Punch', 'Zen Headbutt', 'Sludge Bomb', 'High Jump Kick', 'Swagger', 'Snarl', 'Taunt', 'Head Smash', 'Rock Climb', 'Iron Head', 'Rock Smash', 'Stone Edge', 'Chip Away', 'Protect', 'Attract', 'Grass Knot', 'Drain Punch', 'Thief', 'Leer', 'Knock Off', 'Rock Tomb', 'Rest', 'Scary Face', 'Fire Punch', 'Feint Attack', 'Focus Blast', 'Sleep Talk', 'Bulk Up', 'Double Team', 'Secret Power', 'Sunny Day', 'Substitute', 'Counter', 'Crunch', 'Acid Spray', 'Roar', 'Smack Down', 'Thunder Punch', 'Round', 'Super Fang', 'Poison Jab', 'Quick Guard', 'Low Kick', 'Sand Attack', 'Spite', 'Ice Punch', 'Amnesia', 'Fake Out', 'Hyper Beam', 'Iron Defense', 'Dark Pulse', 'Dragon Tail', 'Dragon Claw', 'Foul Play', 'Snore'}","{'Bulk Up', 'Iron Defense', 'Amnesia'}","{'Bulk Up', 'Dragon Dance', 'Work Up'}",2,2,set(),set(),set(),set(),"{'Dragon Tail', 'Roar'}",set(),"{'Headbutt', 'Rock Slide', 'Iron Tail', 'Sludge Bomb', 'Poison Jab', 'Iron Head'}",set(),set()
Scraggy,LC,2,Dark,Fighting,3,Intimidate,Moxie,Shed Skin,0,50,75,70,35,70,48,348,['Scrafty'],1,2,0.5,0,0,79,"{'Toxic', 'Detect', 'Iron Tail', 'Dig', 'Low Sweep', 'Return', 'Dragon Pulse', 'Strength', 'Fling', 'Focus Punch', 'Facade', 'Headbutt', 'Dual Chop', 'Confide', 'Payback', 'Torment', 'Retaliate', 'Incinerate', 'Snatch', 'Work Up', 'Hidden Power', 'Rock Slide', 'Frustration', 'Brick Break', 'Dragon Dance', 'Rain Dance', 'Power-Up Punch', 'Zen Headbutt', 'Sludge Bomb', 'High Jump Kick', 'Swagger', 'Snarl', 'Taunt', 'Head Smash', 'Rock Climb', 'Iron Head', 'Rock Smash', 'Stone Edge', 'Chip Away', 'Protect', 'Attract', 'Grass Knot', 'Drain Punch', 'Leer', 'Knock Off', 'Rock Tomb', 'Rest', 'Scary Face', 'Fire Punch', 'Feint Attack', 'Focus Blast', 'Sleep Talk', 'Bulk Up', 'Double Team', 'Secret Power', 'Sunny Day', 'Substitute', 'Counter', 'Crunch', 'Acid Spray', 'Roar', 'Smack Down', 'Thunder Punch', 'Round', 'Super Fang', 'Poison Jab', 'Quick Guard', 'Low Kick', 'Sand Attack', 'Spite', 'Ice Punch', 'Amnesia', 'Fake Out', 'Iron Defense', 'Dark Pulse', 'Dragon Tail', 'Dragon Claw', 'Foul Play', 'Snore'}","{'Bulk Up', 'Iron Defense', 'Amnesia'}","{'Bulk Up', 'Dragon Dance', 'Work Up'}",2,2,set(),set(),set(),set(),"{'Dragon Tail', 'Roar'}",set(),"{'Headbutt', 'Rock Slide', 'Iron Tail', 'Sludge Bomb', 'Poison Jab', 'Iron Head'}",set(),set()
Scyther,NU,2,Bug,Flying,3,Steadfast,Swarm,Technician,0,70,110,80,55,80,105,500,['Scizor'],1,2,0.5,0,0,73,"{'Baton Pass', 'Light Screen', 'Reversal', 'Toxic', 'Bide', 'Double Hit', 'Detect', 'Mimic', 'Ominous Wind', 'Silver Wind', 'Focus Energy', 'Frustration', 'Steel Wing', 'Return', 'Brick Break', 'Quick Guard', 'Roost', 'Swift', 'Protect', 'Attract', 'Tailwind', 'Feint', 'Double-Edge', 'Curse', 'Thief', 'Leer', 'Knock Off', 'Rain Dance', 'Cut', 'Pursuit', 'Rest', 'Natural Gift', 'Endure', 'Giga Impact', 'Fury Cutter', 'False Swipe', 'Facade', 'Headbutt', 'Sleep Talk', 'Aerial Ace', 'Brutal Swing', 'Slash', 'Confide', 'Double Team', 'Secret Power', 'Substitute', 'Wing Attack', 'Night Slash', 'Take Down', 'Quick Attack', 'Counter', 'Sunny Day', 'Bug Bite', 'Safeguard', 'Hyper Beam', 'Captivate', 'Rage', 'Skull Bash', 'Vacuum Wave', 'Bug Buzz', 'Swagger', 'Defog', 'Struggle Bug', 'Air Slash', 'X-Scissor', 'Hidden Power', 'Razor Wind', 'U-turn', 'Snore', 'Rock Smash', 'Agility', 'Swords Dance', 'Round'}",set(),"{'Agility', 'Swords Dance'}",0,2,{'Roost'},set(),set(),{'Defog'},set(),{'U-turn'},"{'Air Slash', 'Headbutt'}",set(),set()
Seadra,No Tier,1,Water,,3,Damp,Poison Point,Sniper,0,55,65,95,95,45,85,440,['Kingdra'],2,3,0.6666666666666666,0,0,67,"{'Toxic', 'Bide', 'Blizzard', 'Bubble Beam', 'Outrage', 'Mimic', 'Hail', 'Focus Energy', 'Frustration', 'Return', 'Flail', 'Disable', 'Splash', 'Swift', 'Protect', 'Attract', 'Dragon Pulse', 'Dragon Rage', 'Twister', 'Double-Edge', 'Muddy Water', 'Curse', 'Dragon Dance', 'Whirlpool', 'Leer', 'Rain Dance', 'Signal Beam', 'Bubble', 'Scald', 'Flash Cannon', 'Dragon Breath', 'Rest', 'Natural Gift', 'Endure', 'Giga Impact', 'Waterfall', 'Brine', 'Clear Smog', 'Headbutt', 'Ice Beam', 'Sleep Talk', 'Facade', 'Confide', 'Icy Wind', 'Bounce', 'Dive', 'Substitute', 'Take Down', 'Hyper Beam', 'Aurora Beam', 'Double Team', 'Secret Power', 'Captivate', 'Water Pulse', 'Surf', 'Rage', 'Skull Bash', 'Swagger', 'Water Gun', 'Octazooka', 'Hydro Pump', 'Hidden Power', 'Razor Wind', 'Smokescreen', 'Snore', 'Agility', 'Round'}",set(),"{'Agility', 'Dragon Dance'}",0,2,set(),set(),set(),set(),set(),set(),"{'Muddy Water', 'Headbutt'}",set(),set()
Seaking,PU,1,Water,,3,Lightning Rod,Swift Swim,Water Veil,0,80,92,65,65,80,68,450,[],2,2,1.0,0,0,69,"{'Toxic', 'Bide', 'Blizzard', 'Tail Whip', 'Bubble Beam', 'Mimic', 'Hail', 'Psybeam', 'Haze', 'Body Slam', 'Poison Jab', 'Frustration', 'Return', 'Aqua Tail', 'Aqua Ring', 'Flail', 'Swift', 'Protect', 'Attract', 'Double-Edge', 'Curse', 'Whirlpool', 'Knock Off', 'Signal Beam', 'Mud Sport', 'Rain Dance', 'Scald', 'Mud-Slap', 'Rest', 'Endure', 'Natural Gift', 'Giga Impact', 'Soak', 'Waterfall', 'Fury Cutter', 'Facade', 'Supersonic', 'Sleep Talk', 'Ice Beam', 'Confide', 'Icy Wind', 'Bounce', 'Dive', 'Substitute', 'Take Down', 'Peck', 'Mud Shot', 'Hyper Beam', 'Double Team', 'Secret Power', 'Smart Strike', 'Water Pulse', 'Captivate', 'Skull Bash', 'Rage', 'Surf', 'Swagger', 'Horn Attack', 'Fury Attack', 'Drill Run', 'Water Sport', 'Water Gun', 'Horn Drill', 'Hydro Pump', 'Hidden Power', 'Snore', 'Agility', 'Megahorn', 'Round'}",set(),{'Agility'},0,2,set(),set(),set(),set(),set(),set(),"{'Body Slam', 'Poison Jab'}",set(),set()
Sealeo,No Tier,2,Ice,Water,3,Ice Body,Oblivious,Thick Fat,0,90,60,70,75,70,45,410,['Walrein'],2,3,0.6666666666666666,0,0,66,"{'Toxic', 'Blizzard', 'Powder Snow', 'Rock Slide', 'Super Fang', 'Iron Tail', 'Rollout', 'Ice Ball', 'Mimic', 'Hail', 'Body Slam', 'Sheer Cold', 'Frustration', 'Return', 'Echoed Voice', 'Aqua Tail', 'Aqua Ring', 'Protect', 'Attract', 'Stockpile', 'Defense Curl', 'Strength', 'Belly Drum', 'Double-Edge', 'Curse', 'Whirlpool', 'Rain Dance', 'Signal Beam', 'Earthquake', 'Rock Tomb', 'Rest', 'Encore', 'Endure', 'Mud-Slap', 'Natural Gift', 'Bulldoze', 'Waterfall', 'Brine', 'Facade', 'Sleep Talk', 'Headbutt', 'Ice Beam', 'Confide', 'Icy Wind', 'Double Team', 'Dive', 'Substitute', 'Secret Power', 'Captivate', 'Aurora Beam', 'Spit Up', 'Water Pulse', 'Surf', 'Swagger', 'Yawn', 'Frost Breath', 'Roar', 'Water Gun', 'Water Sport', 'Hidden Power', 'Growl', 'Fissure', 'Snore', 'Rock Smash', 'Swallow', 'Round'}",{'Stockpile'},{'Belly Drum'},2,6,set(),set(),set(),set(),{'Roar'},set(),"{'Body Slam', 'Headbutt', 'Rock Slide', 'Iron Tail'}",set(),set()
Seedot,LC,1,Grass,,3,Chlorophyll,Early Bird,Pickpocket,0,40,40,50,30,30,30,220,['Nuzleaf'],1,3,0.3333333333333333,0,0,59,"{'Toxic', 'Bide', 'Beat Up', 'Shadow Ball', 'Self-Destruct', 'Mimic', 'Rollout', 'Dig', 'Worry Seed', 'Flash', 'Body Slam', 'Frustration', 'Return', 'Power Swap', 'Growth', 'Seed Bomb', 'Solar Beam', 'Protect', 'Attract', 'Grass Knot', 'Grassy Terrain', 'Defense Curl', 'Double-Edge', 'Spite', 'Rest', 'Natural Gift', 'Leech Seed', 'Endure', 'Giga Drain', 'Synthesis', 'False Swipe', 'Harden', 'Headbutt', 'Sleep Talk', 'Amnesia', 'Facade', 'Confide', 'Double Team', 'Secret Power', 'Sunny Day', 'Take Down', 'Substitute', 'Captivate', 'Quick Attack', 'Explosion', 'Energy Ball', 'Swagger', 'Foul Play', 'Bullet Seed', 'Nasty Plot', 'Defog', 'Nature Power', 'Retaliate', 'Hidden Power', 'Razor Wind', 'Snore', 'Rock Smash', 'Swords Dance', 'Round'}",{'Amnesia'},"{'Nasty Plot', 'Swords Dance'}",2,2,{'Synthesis'},set(),set(),{'Defog'},set(),set(),"{'Body Slam', 'Headbutt'}",set(),set()
Seel,LC,1,Water,,3,Hydration,Ice Body,Thick Fat,0,65,45,55,45,70,45,325,['Dewgong'],1,2,0.5,0,0,72,"{'Toxic', 'Bide', 'Blizzard', 'Bubble Beam', 'Iron Tail', 'Mimic', 'Aqua Jet', 'Hail', 'Icicle Spear', 'Swallow', 'Body Slam', 'Frustration', 'Return', 'Pay Day', 'Echoed Voice', 'Aqua Tail', 'Aqua Ring', 'Disable', 'Protect', 'Attract', 'Stockpile', 'Strength', 'Double-Edge', 'Curse', 'Thief', 'Captivate', 'Whirlpool', 'Rain Dance', 'Signal Beam', 'Rest', 'Encore', 'Perish Song', 'Endure', 'Natural Gift', 'Waterfall', 'Fling', 'Secret Power', 'Brine', 'Facade', 'Headbutt', 'Ice Beam', 'Sleep Talk', 'Confide', 'Icy Wind', 'Double Team', 'Take Down', 'Dive', 'Fake Out', 'Peck', 'Aurora Beam', 'Belch', 'Entrainment', 'Substitute', 'Safeguard', 'Spit Up', 'Water Pulse', 'Rage', 'Skull Bash', 'Smart Strike', 'Swagger', 'Surf', 'Drill Run', 'Water Sport', 'Water Gun', 'Lick', 'Horn Drill', 'Hidden Power', 'Growl', 'Snore', 'Ice Shard', 'Slam', 'Round'}",{'Stockpile'},set(),2,0,set(),{'Aqua Jet'},set(),set(),set(),set(),"{'Body Slam', 'Headbutt', 'Iron Tail'}",set(),set()
Seismitoad,UU,2,Ground,Water,3,Poison Touch,Swift Swim,Water Absorb,0,105,95,75,85,75,74,509,[],3,3,1.0,0,0,71,"{'Toxic', 'Rock Smash', 'Bubble Beam', 'Rock Slide', 'Dig', 'Hail', 'Stealth Rock', 'Venoshock', 'Poison Jab', 'Frustration', 'Echoed Voice', 'Acid', 'Return', 'Brick Break', 'Aqua Ring', 'Flail', 'Infestation', 'After You', 'Low Kick', 'Protect', 'Attract', 'Grass Knot', 'Confide', 'Drain Punch', 'Strength', 'Muddy Water', 'Earth Power', 'Uproar', 'Rain Dance', 'Mud Bomb', 'Bubble', 'Mud Sport', 'Knock Off', 'Earthquake', 'Rock Tomb', 'Rest', 'Scald', 'Power-Up Punch', 'Ice Punch', 'Giga Impact', 'Mist', 'Endeavor', 'Fling', 'Focus Punch', 'Bulldoze', 'Facade', 'Supersonic', 'Sleep Talk', 'Focus Blast', 'Sludge Wave', 'Venom Drench', 'Icy Wind', 'Bounce', 'Hyper Voice', 'Hyper Beam', 'Double Team', 'Sludge Bomb', 'Mud Shot', 'Payback', 'Substitute', 'Secret Power', 'Water Pulse', 'Surf', 'Swagger', 'Gastro Acid', 'Hydro Pump', 'Growl', 'Hidden Power', 'Snore', 'Refresh', 'Round'}",set(),set(),0,0,set(),set(),{'Stealth Rock'},set(),set(),set(),"{'Muddy Water', 'Rock Slide', 'Sludge Bomb', 'Poison Jab'}",set(),set()
