Name;Types;Abilities;Tier;HP;Attack;Defense;Special Attack;Special Defense;Speed;Next Evolution(s);Moves
Skuntank;['Dark', 'Poison'];['Aftermath', 'Keen Eye', 'Stench'];PU;103;93;67;71;61;84;[];['Scratch', 'Focus Energy', 'Flamethrower', 'Flamethrower', 'Scratch', 'Focus Energy', 'Poison Gas', 'Screech', 'Poison Gas', 'Screech', 'Fury Swipes', 'Smokescreen', 'Toxic', 'Feint', 'Acid Spray', 'Bite', 'Slash', 'Toxic', 'Acid Spray', 'Night Slash', 'Memento', 'Venom Drench', 'Sucker Punch', 'Belch', 'Flamethrower', 'Night Slash', 'Memento', 'Belch', 'Explosion', 'Astonish', 'Crunch', "Double'Edge", 'Flame Burst', 'Foul Play', 'Haze', 'Iron Tail', 'Leer', 'Play Rough', 'Punishment', 'Pursuit', 'Scary Face', 'Smog', 'Dark Pulse', 'Foul Play', 'Fury Cutter', 'Headbutt', 'Iron Tail', "Mud'Slap", 'Sleep Talk', 'Snatch', 'Snore', 'Sucker Punch', 'Swift', 'Hone Claws', 'Roar', 'Toxic', 'Venoshock', 'Hidden Power', 'Sunny Day', 'Taunt', 'Hyper Beam', 'Protect', 'Rain Dance', 'Frustration', 'Iron Tail', 'Return', 'Dig', 'Shadow Ball', 'Double Team', 'Flamethrower', 'Sludge Bomb', 'Fire Blast', 'Torment', 'Facade', 'Secret Power', 'Rest', 'Attract', 'Thief', 'Snatch', 'Endure', 'Round', 'Incinerate', 'Explosion', 'Shadow Claw', 'Payback', 'Giga Impact', 'Captivate', 'Dark Pulse', 'Sleep Talk', 'Natural Gift', 'Poison Jab', 'Swagger', 'Sleep Talk', 'Substitute', 'Secret Power', 'Rock Smash', 'Snarl', 'Dark Pulse', 'Confide', 'Cut', 'Strength', 'Defog', 'Rock Smash']
Slaking;['Normal'];['Truant'];PU;150;160;100;95;65;100;[];['Hammer Arm', 'Scratch', 'Yawn', 'Encore', 'Swagger', 'Swagger', 'Hammer Arm', 'Punishment', 'Fling', 'Punishment', 'Scratch', 'Yawn', 'Encore', 'Slack Off', 'Encore', 'Slack Off', 'Feint Attack', 'Amnesia', 'Covet', 'Chip Away', 'Counter', 'Swagger', 'Chip Away', 'Counter', 'Flail', 'Fling', 'Punishment', 'Hammer Arm', 'Reversal', 'Focus Energy', 'Uproar', 'Uproar', 'Fury Swipes', 'Endure', 'Slash', 'Focus Punch', 'Reversal', 'Play Rough', 'After You', 'Body Slam', 'Crush Claw', 'Curse', 'Hammer Arm', 'Night Slash', 'Pursuit', 'Slash', 'Sleep Talk', 'Snore', 'Tickle', 'After You', 'Block', 'Body Slam', 'Counter', 'Covet', "Double'Edge", 'Dynamic Punch', 'Endure', 'Fire Punch', 'Focus Punch', 'Fury Cutter', 'Gunk Shot', 'Headbutt', 'Ice Punch', 'Icy Wind', 'Low Kick', 'Mega Kick', 'Mega Punch', 'Mimic', "Mud'Slap", 'Rock Slide', 'Seismic Toss', 'Shock Wave', 'Sleep Talk', 'Snore', 'Substitute', 'Sucker Punch', 'Swagger', 'Thunder Punch', 'Water Pulse', 'Uproar', 'Work Up', 'Hone Claws', 'Focus Punch', 'Water Pulse', 'Roar', 'Toxic', 'Bulk Up', 'Hidden Power', 'Sunny Day', 'Taunt', 'Ice Beam', 'Blizzard', 'Hyper Beam', 'Protect', 'Rain Dance', 'Frustration', 'Solar Beam', 'Smack Down', 'Thunderbolt', 'Thunder', 'Earthquake', 'Return', 'Shadow Ball', 'Brick Break', 'Double Team', 'Shock Wave', 'Flamethrower', 'Fire Blast', 'Rock Tomb', 'Aerial Ace', 'Facade', 'Secret Power', 'Rest', 'Attract', 'Low Sweep', 'Round', 'Focus Blast', 'Fling', 'Incinerate', 'Quash', 'Endure', 'Shadow Claw', 'Retaliate', 'Giga Impact', 'Bulldoze', 'Captivate', 'Rock Slide', 'Work Up', 'Sleep Talk', 'Natural Gift', 'Swagger', 'Sleep Talk', 'Substitute', 'Secret Power', 'Rock Smash', "Power'Up Punch", 'Confide', 'Cut', 'Strength', 'Rock Smash', 'Rock Climb']
Slakoth;['Normal'];['Truant'];LC;60;60;60;35;35;30;['Vigoroth'];['Scratch', 'Yawn', 'Encore', 'Slack Off', 'Feint Attack', 'Amnesia', 'Covet', 'Chip Away', 'Counter', 'Flail', 'Play Rough', 'After You', 'Body Slam', 'Crush Claw', 'Curse', 'Hammer Arm', 'Night Slash', 'Pursuit', 'Slash', 'Sleep Talk', 'Snore', 'Tickle', 'After You', 'Body Slam', 'Counter', 'Covet', "Double'Edge", 'Dynamic Punch', 'Endure', 'Fire Punch', 'Focus Punch', 'Fury Cutter', 'Gunk Shot', 'Headbutt', 'Ice Punch', 'Icy Wind', 'Mega Kick', 'Mega Punch', 'Mimic', "Mud'Slap", 'Rock Slide', 'Seismic Toss', 'Shock Wave', 'Sleep Talk', 'Snore', 'Substitute', 'Sucker Punch', 'Swagger', 'Thunder Punch', 'Water Pulse', 'Work Up', 'Hone Claws', 'Focus Punch', 'Water Pulse', 'Toxic', 'Bulk Up', 'Hidden Power', 'Sunny Day', 'Ice Beam', 'Blizzard', 'Protect', 'Rain Dance', 'Frustration', 'Solar Beam', 'Thunderbolt', 'Thunder', 'Return', 'Shadow Ball', 'Brick Break', 'Double Team', 'Shock Wave', 'Flamethrower', 'Fire Blast', 'Rock Tomb', 'Aerial Ace', 'Facade', 'Secret Power', 'Rest', 'Attract', 'Round', 'Fling', 'Incinerate', 'Endure', 'Shadow Claw', 'Captivate', 'Retaliate', 'Rock Slide', 'Work Up', 'Sleep Talk', 'Natural Gift', 'Swagger', 'Sleep Talk', 'Substitute', 'Secret Power', 'Rock Smash', "Power'Up Punch", 'Confide', 'Cut', 'Strength', 'Rock Smash']
Sliggoo;['Dragon'];['Gooey', 'Hydration', 'Sap Sipper'];;68;75;53;83;113;60;['Goodra'];['Tackle', 'Bubble', 'Absorb', 'Absorb', 'Protect', 'Bide', 'Dragon Breath', 'Rain Dance', 'Flail', 'Body Slam', 'Muddy Water', 'Dragon Pulse', 'Acid Armor', 'Counter', 'Curse', 'Endure', 'Iron Tail', 'Poison Tail', 'Draco Meteor', 'Dragon Pulse', 'Iron Tail', 'Outrage', 'Shock Wave', 'Snore', 'Water Pulse', 'Toxic', 'Hidden Power', 'Sunny Day', 'Ice Beam', 'Blizzard', 'Protect', 'Rain Dance', 'Frustration', 'Thunderbolt', 'Return', 'Double Team', 'Sludge Wave', 'Sludge Bomb', 'Facade', 'Rest', 'Attract', 'Round', 'Rock Slide', 'Infestation', 'Swagger', 'Sleep Talk', 'Substitute', 'Secret Power', 'Confide']
Slowbro;['Psychic', 'Water'];['Oblivious', 'Own Tempo', 'Regenerator'];NU;95;75;110;100;80;30;[];['Heal Pulse', 'Confusion', 'Disable', 'Headbutt', 'Curse', 'Yawn', 'Tackle', 'Growl', 'Water Gun', 'Withdraw', 'Withdraw', 'Heal Pulse', 'Curse', 'Yawn', 'Tackle', 'Growl', 'Growl', 'Water Gun', 'Confusion', 'Disable', 'Headbutt', 'Amnesia', 'Water Pulse', 'Zen Headbutt', 'Slack Off', 'Growl', 'Water Gun', 'Withdraw', 'Slack Off', 'Amnesia', 'Psychic', 'Rain Dance', 'Psych Up', 'Heal Pulse', 'Belch', 'Belly Drum', 'Block', 'Future Sight', 'Me First', 'Mud Sport', 'Safeguard', 'Sleep Talk', 'Snore', 'Stomp', 'Wonder Room', 'Zen Headbutt', 'After You', 'Aqua Tail', 'Block', 'Body Slam', 'Counter', 'Dive', "Double'Edge", 'Drain Punch', 'Dream Eater', 'Dynamic Punch', 'Endure', 'Flamethrower', 'Focus Punch', 'Foul Play', 'Fury Cutter', 'Headbutt', 'Ice Beam', 'Ice Punch', 'Icy Wind', 'Iron Defense', 'Iron Tail', 'Magic Coat', 'Mega Kick', 'Mega Punch', 'Mimic', "Mud'Slap", 'Nightmare', 'Psych Up', 'Recycle', 'Seismic Toss', 'Signal Beam', 'Skill Swap', 'Sleep Talk', 'Snore', 'Substitute', 'Swagger', 'Swift', 'Thunder Wave', 'Trick', 'Water Pulse', 'Wonder Room', 'Zen Headbutt', 'Psyshock', 'Focus Punch', 'Water Pulse', 'Calm Mind', 'Dynamic Punch', 'Headbutt', 'Curse', 'Mega Punch', 'Mega Kick', 'Toxic', 'Body Slam', 'Take Down', "Double'Edge", 'Bubble Beam', 'Water Gun', 'Hail', 'Zap Cannon', 'Rock Smash', 'Psych Up', 'Hidden Power', 'Sunny Day', 'Snore', 'Ice Beam', 'Blizzard', 'Hyper Beam', 'Light Screen', 'Icy Wind', 'Protect', 'Rain Dance', 'Endure', 'Telekinesis', 'Pay Day', 'Safeguard', 'Submission', 'Frustration', 'Iron Tail', 'Counter', 'Seismic Toss', 'Rage', 'Earthquake', 'Return', 'Fissure', 'Dig', 'Psychic', 'Shadow Ball', 'Brick Break', "Mud'Slap", 'Teleport', 'Mimic', 'Double Team', 'Flamethrower', 'Ice Punch', 'Swagger', 'Sleep Talk', 'Reflect', 'Bide', 'Fire Blast', 'Aerial Ace', 'Swift', 'Facade', 'Secret Power', 'Dream Eater', 'Skull Bash', 'Rest', 'Attract', 'Fury Cutter', 'Nightmare', 'Round', 'Echoed Voice', 'Skill Swap', 'Focus Blast', 'Scald', 'Brine', 'Fling', 'Incinerate', 'Endure', 'Drain Punch', 'Recycle', 'Giga Impact', 'Flash', 'Avalanche', 'Thunder Wave', 'Psych Up', 'Bulldoze', 'Captivate', 'Sleep Talk', 'Natural Gift', 'Dream Eater', 'Grass Knot', 'Swagger', 'Sleep Talk', 'Psywave', 'Tri Attack', 'Substitute', 'Trick Room', 'Surf', 'Secret Power', 'Rock Smash', 'Confide', 'Surf', 'Strength', 'Whirlpool', 'Flash', 'Rock Smash', 'Dive']
Slowbro-Mega;['Water', 'Psychic'];['Shell Armor'];UU;95;75;180;130;80;30;[];['Heal Pulse', 'Confusion', 'Disable', 'Headbutt', 'Curse', 'Yawn', 'Tackle', 'Growl', 'Water Gun', 'Withdraw', 'Withdraw', 'Heal Pulse', 'Curse', 'Yawn', 'Tackle', 'Growl', 'Growl', 'Water Gun', 'Confusion', 'Disable', 'Headbutt', 'Amnesia', 'Water Pulse', 'Zen Headbutt', 'Slack Off', 'Growl', 'Water Gun', 'Withdraw', 'Slack Off', 'Amnesia', 'Psychic', 'Rain Dance', 'Psych Up', 'Heal Pulse', 'Belch', 'Belly Drum', 'Block', 'Future Sight', 'Me First', 'Mud Sport', 'Safeguard', 'Sleep Talk', 'Snore', 'Stomp', 'Wonder Room', 'Zen Headbutt', 'After You', 'Aqua Tail', 'Block', 'Body Slam', 'Counter', 'Dive', "Double'Edge", 'Drain Punch', 'Dream Eater', 'Dynamic Punch', 'Endure', 'Flamethrower', 'Focus Punch', 'Foul Play', 'Fury Cutter', 'Headbutt', 'Ice Beam', 'Ice Punch', 'Icy Wind', 'Iron Defense', 'Iron Tail', 'Magic Coat', 'Mega Kick', 'Mega Punch', 'Mimic', "Mud'Slap", 'Nightmare', 'Psych Up', 'Recycle', 'Seismic Toss', 'Signal Beam', 'Skill Swap', 'Sleep Talk', 'Snore', 'Substitute', 'Swagger', 'Swift', 'Thunder Wave', 'Trick', 'Water Pulse', 'Wonder Room', 'Zen Headbutt', 'Psyshock', 'Focus Punch', 'Water Pulse', 'Calm Mind', 'Dynamic Punch', 'Headbutt', 'Curse', 'Mega Punch', 'Mega Kick', 'Toxic', 'Body Slam', 'Take Down', "Double'Edge", 'Bubble Beam', 'Water Gun', 'Hail', 'Zap Cannon', 'Rock Smash', 'Psych Up', 'Hidden Power', 'Sunny Day', 'Snore', 'Ice Beam', 'Blizzard', 'Hyper Beam', 'Light Screen', 'Icy Wind', 'Protect', 'Rain Dance', 'Endure', 'Telekinesis', 'Pay Day', 'Safeguard', 'Submission', 'Frustration', 'Iron Tail', 'Counter', 'Seismic Toss', 'Rage', 'Earthquake', 'Return', 'Fissure', 'Dig', 'Psychic', 'Shadow Ball', 'Brick Break', "Mud'Slap", 'Teleport', 'Mimic', 'Double Team', 'Flamethrower', 'Ice Punch', 'Swagger', 'Sleep Talk', 'Reflect', 'Bide', 'Fire Blast', 'Aerial Ace', 'Swift', 'Facade', 'Secret Power', 'Dream Eater', 'Skull Bash', 'Rest', 'Attract', 'Fury Cutter', 'Nightmare', 'Round', 'Echoed Voice', 'Skill Swap', 'Focus Blast', 'Scald', 'Brine', 'Fling', 'Incinerate', 'Endure', 'Drain Punch', 'Recycle', 'Giga Impact', 'Flash', 'Avalanche', 'Thunder Wave', 'Psych Up', 'Bulldoze', 'Captivate', 'Sleep Talk', 'Natural Gift', 'Dream Eater', 'Grass Knot', 'Swagger', 'Sleep Talk', 'Psywave', 'Tri Attack', 'Substitute', 'Trick Room', 'Surf', 'Secret Power', 'Rock Smash', 'Confide', 'Surf', 'Strength', 'Whirlpool', 'Flash', 'Rock Smash', 'Dive']
Slowking;['Psychic', 'Water'];['Oblivious', 'Own Tempo', 'Regenerator'];NU;95;75;80;100;110;30;[];['Heal Pulse', 'Power Gem', 'Hidden Power', 'Curse', 'Yawn', 'Tackle', 'Growl', 'Water Gun', 'Confusion', 'Disable', 'Headbutt', 'Swagger', 'Water Pulse', 'Zen Headbutt', 'Nasty Plot', 'Swagger', 'Psychic', 'Trump Card', 'Psych Up', 'Heal Pulse', 'Slack Off', 'Amnesia', 'Rain Dance', 'Belch', 'Belly Drum', 'Block', 'Future Sight', 'Me First', 'Mud Sport', 'Safeguard', 'Sleep Talk', 'Snore', 'Stomp', 'Wonder Room', 'Zen Headbutt', 'After You', 'Aqua Tail', 'Block', 'Body Slam', 'Counter', 'Dive', "Double'Edge", 'Drain Punch', 'Dream Eater', 'Dynamic Punch', 'Endure', 'Flamethrower', 'Focus Punch', 'Foul Play', 'Fury Cutter', 'Headbutt', 'Ice Beam', 'Ice Punch', 'Icy Wind', 'Iron Defense', 'Iron Tail', 'Magic Coat', 'Mega Kick', 'Mega Punch', 'Mimic', "Mud'Slap", 'Nightmare', 'Psych Up', 'Recycle', 'Seismic Toss', 'Signal Beam', 'Skill Swap', 'Sleep Talk', 'Snore', 'Substitute', 'Swagger', 'Swift', 'Thunder Wave', 'Trick', 'Water Pulse', 'Wonder Room', 'Zen Headbutt', 'Psyshock', 'Focus Punch', 'Water Pulse', 'Calm Mind', 'Dynamic Punch', 'Headbutt', 'Curse', 'Toxic', 'Hail', 'Zap Cannon', 'Rock Smash', 'Psych Up', 'Hidden Power', 'Sunny Day', 'Ice Beam', 'Snore', 'Blizzard', 'Hyper Beam', 'Light Screen', 'Icy Wind', 'Protect', 'Rain Dance', 'Endure', 'Telekinesis', 'Safeguard', 'Frustration', 'Iron Tail', 'Earthquake', 'Return', 'Dig', 'Psychic', 'Shadow Ball', 'Brick Break', "Mud'Slap", 'Double Team', 'Flamethrower', 'Ice Punch', 'Swagger', 'Sleep Talk', 'Fire Blast', 'Facade', 'Secret Power', 'Swift', 'Dream Eater', 'Rest', 'Attract', 'Fury Cutter', 'Nightmare', 'Round', 'Echoed Voice', 'Skill Swap', 'Focus Blast', 'Scald', 'Brine', 'Fling', 'Incinerate', 'Quash', 'Endure', 'Drain Punch', 'Recycle', 'Giga Impact', 'Flash', 'Avalanche', 'Thunder Wave', 'Psych Up', 'Bulldoze', 'Dragon Tail', 'Captivate', 'Sleep Talk', 'Natural Gift', 'Dream Eater', 'Grass Knot', 'Swagger', 'Sleep Talk', 'Substitute', 'Trick Room', 'Surf', 'Secret Power', 'Rock Smash', "Power'Up Punch", 'Confide', 'Surf', 'Strength', 'Flash', 'Whirlpool', 'Rock Smash', 'Dive']
Slowpoke;['Psychic', 'Water'];['Oblivious', 'Own Tempo', 'Regenerator'];LC;90;65;65;40;40;15;['Slowbro', 'Slowking'];['Curse', 'Yawn', 'Tackle', 'Growl', 'Water Gun', 'Confusion', 'Disable', 'Headbutt', 'Amnesia', 'Water Pulse', 'Zen Headbutt', 'Slack Off', 'Growl', 'Water Gun', 'Amnesia', 'Psychic', 'Rain Dance', 'Psych Up', 'Heal Pulse', 'Belch', 'Belly Drum', 'Block', 'Future Sight', 'Me First', 'Mud Sport', 'Safeguard', 'Sleep Talk', 'Snore', 'Stomp', 'Wonder Room', 'Zen Headbutt', 'After You', 'Aqua Tail', 'Block', 'Body Slam', 'Dive', "Double'Edge", 'Dream Eater', 'Endure', 'Flamethrower', 'Headbutt', 'Ice Beam', 'Icy Wind', 'Iron Tail', 'Magic Coat', 'Mimic', "Mud'Slap", 'Nightmare', 'Psych Up', 'Recycle', 'Signal Beam', 'Skill Swap', 'Sleep Talk', 'Snore', 'Substitute', 'Swagger', 'Swift', 'Thunder Wave', 'Trick', 'Water Pulse', 'Wonder Room', 'Zen Headbutt', 'Psyshock', 'Water Pulse', 'Calm Mind', 'Headbutt', 'Curse', 'Toxic', 'Body Slam', 'Take Down', "Double'Edge", 'Bubble Beam', 'Water Gun', 'Hail', 'Zap Cannon', 'Psych Up', 'Hidden Power', 'Sunny Day', 'Snore', 'Ice Beam', 'Blizzard', 'Light Screen', 'Icy Wind', 'Protect', 'Rain Dance', 'Endure', 'Telekinesis', 'Pay Day', 'Safeguard', 'Rage', 'Frustration', 'Iron Tail', 'Earthquake', 'Return', 'Fissure', 'Dig', 'Psychic', 'Shadow Ball', "Mud'Slap", 'Teleport', 'Mimic', 'Double Team', 'Flamethrower', 'Swagger', 'Sleep Talk', 'Reflect', 'Bide', 'Fire Blast', 'Facade', 'Secret Power', 'Swift', 'Dream Eater', 'Skull Bash', 'Rest', 'Attract', 'Nightmare', 'Round', 'Echoed Voice', 'Scald', 'Incinerate', 'Skill Swap', 'Brine', 'Endure', 'Recycle', 'Flash', 'Thunder Wave', 'Psych Up', 'Bulldoze', 'Captivate', 'Sleep Talk', 'Natural Gift', 'Dream Eater', 'Grass Knot', 'Swagger', 'Sleep Talk', 'Psywave', 'Tri Attack', 'Substitute', 'Trick Room', 'Surf', 'Secret Power', 'Confide', 'Surf', 'Strength', 'Whirlpool', 'Flash', 'Dive']
Slugma;['Fire'];['Flame Body', 'Magma Armor', 'Weak Armor'];LC;40;40;40;70;40;20;['Magcargo'];['Yawn', 'Smog', 'Ember', 'Rock Throw', 'Harden', 'Recover', 'Incinerate', 'Clear Smog', 'Ancient Power', 'Flame Burst', 'Rock Slide', 'Lava Plume', 'Ancient Power', 'Amnesia', 'Body Slam', 'Recover', 'Lava Plume', 'Flamethrower', 'Rock Slide', 'Body Slam', 'Flamethrower', 'Earth Power', 'Acid Armor', 'Curse', 'Earth Power', 'Guard Swap', 'Heat Wave', 'Inferno', 'Memento', 'Rollout', 'Smokescreen', 'Spit Up', 'Stockpile', 'Swallow', 'After You', 'Ancient Power', 'Body Slam', 'Defense Curl', "Double'Edge", 'Earth Power', 'Endure', 'Flamethrower', 'Heat Wave', 'Iron Defense', 'Mimic', "Mud'Slap", 'Pain Split', 'Rock Slide', 'Rollout', "Self'Destruct", 'Sleep Talk', 'Snore', 'Substitute', 'Swagger', 'Curse', 'Rollout', 'Toxic', 'Rock Smash', 'Hidden Power', 'Sunny Day', 'Light Screen', 'Snore', 'Protect', 'Endure', 'Frustration', 'Return', "Mud'Slap", 'Double Team', 'Swagger', 'Sleep Talk', 'Reflect', 'Flamethrower', 'Fire Blast', 'Defense Curl', 'Rock Tomb', 'Facade', 'Flame Charge', 'Secret Power', 'Rest', 'Attract', 'Round', 'Overheat', 'Incinerate', 'Endure', "Will'O'Wisp", 'Captivate', 'Rock Slide', 'Infestation', 'Sleep Talk', 'Natural Gift', 'Swagger', 'Sleep Talk', 'Substitute', 'Secret Power', 'Rock Smash', 'Nature Power', 'Confide', 'Rock Smash']
Slurpuff;['Fairy'];['Sweet Veil', 'Unburden'];NUBL;82;80;86;85;75;72;[];['Sweet Scent', 'Tackle', 'Fairy Wind', 'Play Nice', 'Fairy Wind', 'Play Nice', 'Fake Tears', 'Round', 'Cotton Spore', 'Endeavor', 'Aromatherapy', 'Draining Kiss', 'Energy Ball', 'Cotton Guard', 'Wish', 'Play Rough', 'Light Screen', 'Safeguard', 'After You', 'Belly Drum', 'Copycat', 'Sticky Web', 'Yawn', 'After You', 'Covet', 'Drain Punch', 'Endeavor', 'Gastro Acid', 'Heal Bell', 'Helping Hand', 'Magic Coat', 'Snore', 'Calm Mind', 'Toxic', 'Hidden Power', 'Sunny Day', 'Hyper Beam', 'Light Screen', 'Protect', 'Rain Dance', 'Safeguard', 'Frustration', 'Thunderbolt', 'Return', 'Psychic', 'Double Team', 'Flamethrower', 'Facade', 'Rest', 'Attract', 'Thief', 'Round', 'Energy Ball', 'Giga Impact', 'Flash', 'Psych Up', 'Dream Eater', 'Swagger', 'Sleep Talk', 'Substitute', 'Surf', 'Secret Power', 'Dazzling Gleam', 'Confide', 'Surf']
Smeargle;['Normal'];['Moody', 'Own Tempo', 'Technician'];PU;55;20;35;20;45;75;[];['Sketch', 'Sketch', 'Sketch', 'Sketch', 'Sketch', 'Sketch', 'Sketch', 'Sketch', 'Sketch', 'Sketch']
Smoochum;['Ice', 'Psychic'];['Forewarn', 'Hydration', 'Oblivious'];LC;45;30;15;85;65;65;['Jynx'];['Pound', 'Lick', 'Sweet Kiss', 'Powder Snow', 'Confusion', 'Sing', 'Heart Stamp', 'Mean Look', 'Fake Tears', 'Lucky Chant', 'Avalanche', 'Psychic', 'Copycat', 'Perish Song', 'Blizzard', 'Captivate', 'Fake Out', 'Ice Punch', 'Lovely Kiss', 'Meditate', 'Miracle Eye', 'Nasty Plot', 'Psych Up', "Wake'Up Slap", 'Wish', 'Body Slam', 'Counter', 'Covet', "Double'Edge", 'Dream Eater', 'Dynamic Punch', 'Endure', 'Heal Bell', 'Helping Hand', 'Ice Beam', 'Ice Punch', 'Icy Wind', 'Magic Coat', 'Magic Room', 'Mega Kick', 'Mega Punch', 'Metronome', 'Mimic', "Mud'Slap", 'Nightmare', 'Psych Up', 'Recycle', 'Role Play', 'Seismic Toss', 'Signal Beam', 'Skill Swap', 'Sleep Talk', 'Snore', 'Substitute', 'Swagger', 'Trick', 'Uproar', 'Water Pulse', 'Zen Headbutt', 'Psyshock', 'Water Pulse', 'Calm Mind', 'Dynamic Punch', 'Curse', 'Toxic', 'Psych Up', 'Hail', 'Hidden Power', 'Ice Beam', 'Sweet Scent', 'Snore', 'Blizzard', 'Light Screen', 'Icy Wind', 'Protect', 'Rain Dance', 'Endure', 'Frustration', 'Return', 'Psychic', 'Shadow Ball', "Mud'Slap", 'Double Team', 'Reflect', 'Facade', 'Secret Power', 'Ice Punch', 'Swagger', 'Sleep Talk', 'Dream Eater', 'Rest', 'Attract', 'Thief', 'Nightmare', 'Round', 'Echoed Voice', 'Skill Swap', 'Fling', 'Endure', 'Payback', 'Aurora Veil', 'Recycle', 'Flash', 'Avalanche', 'Psych Up', 'Frost Breath', 'Captivate', 'Sleep Talk', 'Natural Gift', 'Dream Eater', 'Grass Knot', 'Swagger', 'Sleep Talk', 'Substitute', 'Trick Room', 'Secret Power', 'Confide']
Sneasel;['Dark', 'Ice'];['Inner Focus', 'Keen Eye', 'Pickpocket'];NU;55;95;55;35;75;115;['Weavile'];['Scratch', 'Leer', 'Taunt', 'Quick Attack', 'Screech', 'Feint Attack', 'Icy Wind', 'Fury Swipes', 'Agility', 'Icy Wind', 'Metal Claw', 'Hone Claws', 'Beat Up', 'Screech', 'Slash', 'Snatch', 'Punishment', 'Beat Up', 'Metal Claw', 'Ice Shard', 'Assist', 'Avalanche', 'Bite', 'Counter', 'Crush Claw', 'Double Hit', 'Fake Out', 'Feint', 'Foresight', 'Ice Punch', 'Ice Shard', 'Icicle Crash', 'Punishment', 'Pursuit', 'Reflect', 'Spite', 'Throat Chop', 'Counter', 'Dark Pulse', 'Defense Curl', "Double'Edge", 'Dream Eater', 'Dynamic Punch', 'Endure', 'Focus Punch', 'Foul Play', 'Fury Cutter', 'Headbutt', 'Ice Beam', 'Ice Punch', 'Icy Wind', 'Iron Tail', 'Knock Off', 'Low Kick', 'Mimic', "Mud'Slap", 'Nightmare', 'Psych Up', 'Sleep Talk', 'Snatch', 'Snore', 'Spite', 'Substitute', 'Swagger', 'Swift', 'Swords Dance', 'Hone Claws', 'Focus Punch', 'Calm Mind', 'Dynamic Punch', 'Headbutt', 'Curse', 'Toxic', 'Rock Smash', 'Psych Up', 'Hail', 'Hidden Power', 'Snore', 'Sunny Day', 'Taunt', 'Ice Beam', 'Blizzard', 'Icy Wind', 'Protect', 'Rain Dance', 'Endure', 'Frustration', 'Iron Tail', 'Return', 'Dig', 'Shadow Ball', 'Brick Break', "Mud'Slap", 'Double Team', 'Reflect', 'Ice Punch', 'Aerial Ace', 'Torment', 'Facade', 'Secret Power', 'Swagger', 'Sleep Talk', 'Swift', 'Defense Curl', 'Dream Eater', 'Detect', 'Rest', 'Attract', 'Thief', 'Snatch', 'Fury Cutter', 'Nightmare', 'Low Sweep', 'Round', 'False Swipe', 'Fling', 'Endure', 'Embargo', 'Shadow Claw', 'Payback', 'Avalanche', 'Retaliate', 'Swords Dance', 'Psych Up', 'Captivate', 'Dark Pulse', "X'Scissor", 'Sleep Talk', 'Natural Gift', 'Poison Jab', 'Dream Eater', 'Swagger', 'Sleep Talk', 'Substitute', 'Surf', 'Secret Power', 'Rock Smash', 'Snarl', 'Dark Pulse', "Power'Up Punch", 'Confide', 'Cut', 'Surf', 'Strength', 'Whirlpool', 'Rock Smash']
Snivy;['Grass'];['Contrary', 'Overgrow'];LC;45;45;55;45;55;63;['Servine'];['Tackle', 'Leer', 'Vine Whip', 'Wrap', 'Growth', 'Leaf Tornado', 'Leech Seed', 'Mega Drain', 'Slam', 'Leaf Blade', 'Coil', 'Giga Drain', 'Wring Out', 'Gastro Acid', 'Leaf Storm', 'Captivate', 'Glare', 'Grassy Terrain', 'Iron Tail', 'Magical Leaf', 'Mean Look', 'Mirror Coat', 'Natural Gift', 'Pursuit', 'Sweet Scent', 'Twister', 'Aqua Tail', 'Bind', 'Gastro Acid', 'Giga Drain', 'Grass Pledge', 'Iron Tail', 'Knock Off', 'Seed Bomb', 'Sleep Talk', 'Snatch', 'Snore', 'Synthesis', 'Worry Seed', 'Work Up', 'Calm Mind', 'Toxic', 'Hidden Power', 'Sunny Day', 'Taunt', 'Light Screen', 'Protect', 'Safeguard', 'Frustration', 'Solar Beam', 'Return', 'Double Team', 'Reflect', 'Aerial Ace', 'Torment', 'Facade', 'Rest', 'Attract', 'Round', 'Energy Ball', 'Flash', 'Swords Dance', 'Grass Knot', 'Swagger', 'Sleep Talk', 'Substitute', 'Secret Power', 'Nature Power', 'Confide', 'Cut']
